candidate_id,model_id,model_family,protocol,split_id,seed,fold,paper_id,roc_auc,pr_auc,brier,mcc,f1,balanced_accuracy,sensitivity,specificity,precision
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1007/s10694-019-00880-2,0.5559183673469388,0.5814567790910506,0.3706768227430091,0.039253433598942976,0.2608695652173913,0.5142857142857142,0.17142857142857143,0.8571428571428571,0.5454545454545454
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1080/00102209108951711,,,0.0,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,citation::nagachi masashi et al effect of flow direction on the extinction limit for flame spread over wire insulation in microgravity 47th international conference on environmental systems 16 20 july 2017 charleston sc usa 2017 dtu orbit orbit dtu dk,1.0,1.0000000000000002,0.03234481026770455,1.0,1.0,1.0,1.0,1.0,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1016/j.combustflame.2020.07.044,,,7.894919286223336e-15,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1016/j.proci.2018.06.022,0.9333333333333333,0.9978136200716846,0.08750701252294334,-0.04794633014853841,0.9491525423728814,0.4666666666666667,0.9333333333333333,0.0,0.9655172413793104
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1016/j.proci.2024.105255,,,0.0,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1016/j.firesaf.2023.103989,0.7399665551839465,0.8418396542448687,0.25684339558522096,0.33143652690349795,0.7142857142857143,0.6722408026755853,0.6521739130434783,0.6923076923076923,0.7894736842105263
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1007/s10694-019-00860-6,0.9722222222222222,0.9888888888888892,0.1304970041816307,0.6172133998483676,0.8,0.8333333333333333,0.6666666666666666,1.0,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,citation::andracchio charles r and thomas h cochran gravity effects on flame spreading over solid surfaces nasa technical note d 8228 national aeronautics and space administration may 1976,,,2.514364280417877e-08,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1016/j.firesaf.2015.11.011,1.0,1.0,1.4438869540515519e-06,1.0,1.0,1.0,1.0,1.0,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1016/s0082-0784(00)80715-8,,,0.0,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1016/j.combustflame.2022.112009,0.7403846153846154,0.8843057527268052,0.2352250745951302,0.5547001962252291,0.7,0.7692307692307692,0.5384615384615384,1.0,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,citation::son youngjin paul d ronney and suleyman gokoglu comparison of carbon dioxide and helium as fire extinguishing agents for spacecraft nasa cp 2004 213205 vol2 2004 pp 409 418,0.38461538461538464,0.8387151310228234,0.2657235928234916,-0.15384615384615385,0.8461538461538461,0.4230769230769231,0.8461538461538461,0.0,0.8461538461538461
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-43__fold-0,43,0,doi::10.1016/s1540-7489(02)80310-8,,,0.0,0.0,1.0,1.0,1.0,,1.0
